name,country,visibility,difficulty,mentions,volume,volume_trend,intents
Fogões e Cooktops Chamalux,br,28,29,2,1896,38;52;58;48;51;51;51;100;82;84;91;97,task:2;informational:28;navigational:31;commercial:26;transactional:13
fogões Itatiaia com vidro,br,28,51,2,1647,11;22;27;22;21;21;16;8;8;100;84;78,task:10;informational:28;navigational:4;commercial:44;transactional:14
Conserto de geladeiras e motores,br,28,86,4,1419,38;40;63;100;79;80;80;55;56;55;56;56,task:20;informational:63;navigational:5;commercial:8;transactional:4
Cooktops de indução Britânia,br,28,51,2,1411,54;73;73;68;64;66;70;54;78;88;100;100,task:3;informational:53;navigational:13;commercial:16;transactional:15
Geladeiras com dispenser de água,br,28,58,4,1373,22;38;42;33;53;49;48;100;38;36;60;71,task:2;informational:60;navigational:4;commercial:28;transactional:6
Hotpoint Appliances,br,28,52,5,1338,75;80;81;92;100;94;94;91;92;93;93;95,informational:32;navigational:31;commercial:12;transactional:25
Casas Bahia: Micro-ondas e Eletrodomésticos,br,28,56,12,1236,37;55;51;47;45;49;50;81;62;58;100;83,task:4;informational:22;navigational:40;commercial:11;transactional:23
Purificadores de água Midea,br,28,59,2,1222,87;100;100;62;71;75;74;65;74;74;74;75,task:3;informational:47;navigational:9;commercial:25;transactional:16
Descarte e venda de eletrodomésticos no Brasil,br,28,65,8,1209,37;52;53;39;92;91;100;84;63;70;56;57,task:5;informational:75;navigational:5;commercial:10;transactional:5
Geladeiras Electrolux 410L,br,28,57,2,1034,42;58;61;55;55;65;62;45;67;100;52;48,task:7;informational:44;navigational:11;commercial:22;transactional:16
Compressores Embraco e Egas,br,28,41,2,868,53;59;89;89;77;86;86;100;90;90;90;90,informational:61;navigational:12;commercial:19;transactional:8
Cartões Brastemp no Brasil,br,28,70,18,863,18;46;41;51;50;64;44;72;72;57;52;100,task:2;informational:49;navigational:23;commercial:10;transactional:16
Cooktop Safanelli,br,28,33,2,736,24;66;73;39;45;38;25;100;86;44;42;47,task:2;informational:17;navigational:47;commercial:9;transactional:25
portas de micro-ondas,br,28,61,4,643,65;85;87;89;77;98;100;77;78;81;81;80,task:10;informational:53;navigational:6;commercial:16;transactional:15
Forno Elétrico Espelhado,br,28,54,4,630,44;49;44;46;47;54;53;43;44;70;90;100,task:3;informational:31;navigational:38;commercial:24;transactional:4
Peças e Acessórios para Fogões,br,28,37,4,601,68;78;57;100;100;100;99;72;91;93;92;92,task:5;informational:37;navigational:1;commercial:41;transactional:16
Freezers verticais de dupla função,br,28,59,3,528,35;45;47;42;62;72;67;72;85;94;100;97,task:7;informational:52;navigational:4;commercial:36;transactional:1
Dietrich Materiais de Construção,br,28,33,2,437,6;10;19;8;8;19;18;27;18;9;100;20,task:3;informational:27;navigational:38;commercial:18;transactional:14
Refrigeradores e freezers 450 litros,br,28,59,3,417,3;27;42;31;23;25;16;100;38;32;31;43,task:3;informational:49;commercial:40;transactional:8
Pés e suportes para frigobar,br,28,41,9,381,47;62;60;65;71;57;54;100;63;59;56;66,task:17;informational:33;navigational:1;commercial:38;transactional:11
Fogões Zema e Eletrozema,br,28,33,9,351,39;48;49;45;46;72;100;60;62;72;49;53,task:3;informational:35;navigational:23;commercial:21;transactional:18
Refrigeração e Ar-condicionado em Anápolis,br,28,49,6,337,10;99;100;17;18;13;41;22;18;55;43;52,task:3;informational:34;navigational:17;commercial:38;transactional:8
Geladeiras Electrolux DB44,br,28,49,2,283,8;66;63;52;51;16;21;100;68;19;18;17,informational:47;navigational:28;commercial:21;transactional:4
Fogões 6 bocas,br,28,57,9,236,21;43;59;49;49;53;58;100;55;75;74;81,task:3;informational:50;navigational:5;commercial:20;transactional:22
Frigobar com Termostato Digital,br,28,39,7,143,7;78;100;61;65;25;55;26;24;34;31;37,task:3;informational:70;navigational:5;commercial:19;transactional:3
Frio Sul Refrigeração,br,28,29,2,98,14;15;16;15;15;16;16;100;62;15;15;15,task:3;informational:15;navigational:34;commercial:40;transactional:8
Acessórios para cervejeiras Consul,br,28,62,2,85,7;41;54;64;17;18;100;12;11;39;30;28,task:1;informational:38;navigational:18;commercial:18;transactional:25
Coolers de Vinho e Bebidas,br,27,65,6,28677,17;20;24;85;86;86;87;99;100;100;100;100,task:5;informational:61;navigational:4;commercial:22;transactional:8
Frigobares Consul,br,27,75,3,21522,97;100;45;50;63;63;63;97;97;99;98;98,informational:38;navigational:30;commercial:23;transactional:9
Fusíveis de Micro-ondas,br,27,57,6,12844,30;34;30;54;85;87;87;100;99;99;100;99,task:5;informational:65;navigational:5;commercial:16;transactional:9
Lava-Louças Portátil,br,27,48,3,11938,92;100;49;44;39;39;39;43;43;43;43;43,task:5;informational:40;navigational:7;commercial:34;transactional:14
Capacitores de Micro-ondas,br,27,56,5,11704,31;21;23;25;78;80;80;94;100;100;100;100,task:4;informational:57;navigational:3;commercial:15;transactional:21
Compressores de Geladeira,br,27,29,6,8648,19;26;27;33;68;69;70;92;100;100;100;100,task:2;informational:65;navigational:2;commercial:21;transactional:10
Geladeiras em Promoção Casas Bahia,br,27,47,11,6504,9;32;31;22;23;13;18;19;23;23;44;100,task:2;informational:25;navigational:19;commercial:22;transactional:32
"Geladeiras: Potência, Voltagem e Frost Free",br,27,76,2,6235,42;71;69;74;99;100;100;94;96;96;95;95,task:2;informational:66;navigational:4;commercial:24;transactional:4
Filtros de Geladeira Consul,br,27,65,4,6084,62;75;81;79;73;74;74;99;99;99;100;100,task:2;informational:54;navigational:15;commercial:15;transactional:14
Reparos Online,br,27,44,3,5323,26;31;31;31;98;99;97;98;100;100;100;100,task:2;informational:62;navigational:20;commercial:10;transactional:6
Carrefour Micro-ondas,br,27,50,13,3537,70;81;41;49;98;100;100;42;56;55;56;55,task:2;informational:22;navigational:35;commercial:12;transactional:29
Lava-louças Hobart,br,27,13,2,3127,89;95;96;100;89;91;91;100;99;99;98;98,task:3;informational:63;navigational:17;commercial:12;transactional:5
Entrega Agendada - lojas brasileiras,br,27,59,5,3022,60;65;68;60;59;59;60;64;75;79;100;97,task:18;informational:52;navigational:5;commercial:10;transactional:15
Maquinas de Refrigerante,br,27,46,3,2548,31;40;37;33;39;42;43;100;44;42;43;43,task:5;informational:55;navigational:3;commercial:28;transactional:9
Geladeiras Electrolux 4 portas IQ8S,br,27,56,2,2202,88;100;53;57;58;54;55;72;62;66;69;70,informational:56;navigational:15;commercial:18;transactional:11
Geladeiras Panasonic BB41,br,27,59,3,1862,37;79;77;58;63;53;46;98;90;100;66;74,task:2;informational:48;navigational:9;commercial:33;transactional:8
Capacitores para Geladeira,br,27,36,5,1842,50;58;58;59;61;61;60;80;84;100;100;97,task:2;informational:73;navigational:3;commercial:10;transactional:12
Máquinas de lavar lava e seca na Black Friday,br,27,49,5,1792,36;73;83;66;88;82;86;100;69;55;50;69,task:2;informational:15;navigational:1;commercial:67;transactional:15
Fogões Esmaltec 6 Bocas,br,27,30,3,1757,27;44;48;40;39;34;34;74;90;100;71;83,task:7;informational:44;navigational:6;commercial:28;transactional:15
Geladeiras Electrolux 475 litros com DC51,br,27,54,2,1682,62;74;82;73;71;73;74;100;57;63;62;65,task:5;informational:35;navigational:11;commercial:17;transactional:32
Cliptech - indústria e comércio no Brasil,br,27,31,2,1604,11;32;30;28;29;49;46;18;17;17;17;100,task:7;informational:42;navigational:31;commercial:16;transactional:4
Geladeiras Embutidas,br,27,34,7,1547,66;97;100;84;80;84;87;75;84;96;84;83,task:7;informational:54;navigational:6;commercial:24;transactional:9
Geladeiras Electrolux DF44,br,27,51,2,1387,28;29;29;29;49;46;37;100;52;56;84;77,task:2;informational:71;navigational:8;commercial:13;transactional:6
Lavadoras que pulam na centrifugação,br,27,64,2,1362,13;17;19;34;54;55;57;69;64;51;52;100,task:2;informational:89;navigational:4;commercial:4;transactional:1
Frigoríficos Zimmer,br,27,19,2,1295,21;27;75;68;54;60;73;100;87;78;79;78,informational:55;navigational:39;commercial:4;transactional:2
Lavadoras Electrolux 15kg Turbo LTD15,br,27,53,2,1280,33;56;67;57;88;86;100;43;40;87;80;89,task:2;informational:49;navigational:14;commercial:29;transactional:6
Prateleiras de Geladeira,br,27,53,7,1225,27;57;71;35;31;34;40;37;44;100;84;95,task:4;informational:63;navigational:4;commercial:22;transactional:7
Forno elétrico 65 litros,br,27,38,3,1185,8;52;61;29;30;30;38;68;59;100;92;89,task:7;informational:37;navigational:5;commercial:40;transactional:11
Cozinhas com Eletrodomésticos Pretos e Inox,br,27,60,3,1116,43;93;100;80;94;48;47;49;42;84;78;94,task:8;informational:65;navigational:5;commercial:15;transactional:7
Placas de Indução e Fogões,br,27,44,5,942,44;51;43;76;74;74;74;96;86;89;78;100,task:5;informational:58;navigational:4;commercial:24;transactional:9
Refrigeração e Refrigigas no Brasil,br,27,37,5,832,63;91;92;89;67;79;70;91;95;100;88;88,task:3;informational:56;navigational:21;commercial:11;transactional:9
Coifa de Parede Branca,br,27,35,5,784,12;31;35;32;37;34;33;100;100;95;83;89,task:3;informational:44;navigational:11;commercial:28;transactional:14
Lavadoras Midea MF200,br,27,59,2,753,26;34;39;35;94;97;98;100;51;61;23;27,task:2;informational:52;navigational:5;commercial:15;transactional:26
Pinguim Lojas e Peças,br,27,32,3,725,20;30;31;26;26;85;81;100;28;28;46;52,task:3;informational:14;navigational:40;commercial:29;transactional:14
fornos e eletrodomésticos no Brasil,br,27,55,5,720,6;6;7;19;14;13;23;100;75;56;47;45,task:10;informational:56;navigational:8;commercial:12;transactional:14
Dimensões de frigobar,br,27,79,3,707,19;23;25;35;69;69;70;68;100;66;65;65,task:8;informational:63;navigational:4;commercial:22;transactional:3
Lavadoras com Inverter,br,27,81,3,697,20;38;40;39;78;72;77;100;44;26;26;28,task:4;informational:62;navigational:2;commercial:24;transactional:8
Freezers do Magazine Luiza,br,27,78,4,652,73;96;98;93;82;87;87;100;89;87;87;87,task:4;informational:24;navigational:30;commercial:19;transactional:23
Lavadoras Panasonic 17kg NA-F170P6T,br,27,52,2,574,22;76;76;58;57;52;49;100;73;49;44;30,task:2;informational:42;navigational:29;commercial:26;transactional:1
Casas Bahia em Sorocaba,br,27,50,2,501,9;14;19;26;26;28;13;64;45;97;100;80,task:1;informational:21;navigational:53;commercial:8;transactional:17
Freezers nas Lojas Americanas,br,27,58,4,327,17;60;82;36;36;63;70;59;80;100;38;48,task:3;informational:27;navigational:34;commercial:11;transactional:25
Compressores e motores de geladeira Embraco,br,27,34,2,318,64;96;100;95;92;90;89;73;76;90;99;100,task:10;informational:68;navigational:1;commercial:16;transactional:5
Refrigeração e Ar Condicionado em Campina Grande,br,27,47,6,281,11;28;29;28;39;36;39;100;48;64;53;58,task:3;informational:46;navigational:9;commercial:34;transactional:8
Panasonic Eletrodomésticos Reclame Aqui,br,27,64,2,277,28;30;33;33;100;71;64;100;40;41;71;72,task:3;informational:18;navigational:56;commercial:11;transactional:12
Refrigeradores com adega,br,27,29,4,269,68;95;94;87;87;78;74;90;87;100;98;96,task:3;informational:61;navigational:1;commercial:31;transactional:4
Armários para vinhos,br,27,49,4,250,48;90;94;76;54;57;77;86;72;89;82;100,task:10;informational:36;navigational:8;commercial:32;transactional:14
Reparo de Geladeiras em Ribeirão Preto,br,27,34,7,243,50;52;51;46;51;49;48;45;54;52;95;100,task:3;informational:18;navigational:34;commercial:40;transactional:5
Conserto de Geladeiras Zona Sul,br,27,43,11,218,23;24;27;26;24;47;43;23;23;23;23;100,task:3;informational:30;navigational:27;commercial:29;transactional:11
Assistência Técnica Eletrotec,br,27,53,3,207,21;93;100;81;81;33;28;18;18;79;25;32,task:7;informational:24;navigational:37;commercial:20;transactional:12
Conserto de lava e seca em Curitiba,br,27,46,8,69,14;27;30;27;27;27;22;88;98;100;93;48,task:40;informational:12;commercial:30;transactional:18
Freezers e Geladeiras,br,26,83,25,113169,66;67;70;78;88;88;88;99;100;100;100;100,task:5;informational:45;navigational:4;commercial:31;transactional:15
Cooktop 4 bocas: guia e medidas,br,26,33,9,48675,38;41;46;52;100;100;100;72;73;73;73;73,task:2;informational:63;navigational:5;commercial:22;transactional:8
Conserto e Manutenção de Máquinas de Lavar,br,26,46,7,32866,49;46;49;47;48;48;48;54;100;100;100;100,task:12;informational:44;navigational:6;commercial:26;transactional:12
Bombas Lava Jato,br,26,71,10,16499,32;36;38;53;87;88;88;98;100;100;100;100,task:5;informational:55;navigational:7;commercial:22;transactional:11
Washing Machines,br,26,55,5,10891,24;32;34;34;99;100;100;67;68;67;68;68,task:2;informational:51;navigational:6;commercial:26;transactional:15
Eletrodomésticos e móveis Magazine Luiza,br,26,83,9,8989,50;58;63;78;84;85;85;100;89;89;88;88,task:4;informational:21;navigational:48;commercial:5;transactional:22
OLX Ribeirão Preto e Região,br,26,96,1,6630,76;88;95;93;94;96;97;99;100;100;100;99,task:7;informational:12;navigational:70;commercial:3;transactional:8
Geladeiras Continental Frost Free,br,26,46,4,6346,90;97;100;86;51;52;52;48;48;48;48;47,task:2;informational:46;navigational:12;commercial:22;transactional:18
OLX Alagoas Anúncios,br,26,92,1,6075,71;87;94;94;93;94;95;98;100;100;99;98,task:3;informational:18;navigational:67;commercial:7;transactional:5
Forno de Embutir 50L,br,26,39,4,5876,92;98;100;44;43;44;44;43;44;44;44;43,task:2;informational:52;navigational:4;commercial:29;transactional:13
Cooktops e fogões elétricos 4 bocas 110V,br,26,39,4,3494,87;99;100;55;61;64;65;73;75;78;77;74,task:1;informational:54;navigational:4;commercial:34;transactional:7
Fogões 4-5 bocas com timer digital,br,26,61,4,3118,85;100;59;66;58;60;60;70;76;76;76;78,task:5;informational:49;navigational:4;commercial:31;transactional:11
Refrigeração Basso – SP,br,26,33,5,2956,51;59;59;38;77;78;78;100;96;96;95;94,task:5;informational:48;navigational:22;commercial:17;transactional:8
Geladeiras Panasonic 435 litros,br,26,46,2,2369,75;87;87;59;53;54;49;69;72;92;96;100,task:2;informational:47;navigational:4;commercial:38;transactional:9
Borrachas para Freezer,br,26,41,7,2309,36;19;20;53;68;71;71;83;97;100;100;100,task:2;informational:43;navigational:10;commercial:28;transactional:17
Máquinas de lavar Havan,br,26,73,9,2106,36;43;46;56;43;44;44;57;58;51;78;100,task:2;informational:38;navigational:28;commercial:10;transactional:22
Casa do Fogão no Brasil,br,26,22,4,2036,100;61;62;60;60;64;66;72;76;80;74;73,task:2;informational:50;navigational:25;commercial:19;transactional:4
lava-louças Philco,br,26,49,2,1815,74;98;100;97;77;81;85;78;86;85;87;86,task:1;informational:47;navigational:24;commercial:12;transactional:16
Lavadoras Panasonic 18kg Antibacterianas NA-F180P7T,br,26,46,2,1793,4;4;6;33;39;37;31;90;58;98;79;100,task:3;informational:45;navigational:18;commercial:15;transactional:19
Forno Elétrico 80 Litros,br,26,43,4,1470,83;96;96;95;92;95;95;100;48;48;49;49,task:5;informational:30;navigational:6;commercial:42;transactional:17
Máquinas de lavar no Pontofrio,br,26,49,10,1347,56;92;92;83;67;69;70;89;76;84;100;100,informational:25;navigational:49;commercial:11;transactional:15
Geladeiras Panasonic Frost Free 425L com vidro,br,26,47,2,1199,20;21;22;23;23;23;38;100;66;77;65;71,task:5;informational:60;navigational:5;commercial:22;transactional:8
Forno elétrico embutido Itatiaia,br,26,43,3,1046,12;48;60;43;43;38;27;48;35;100;86;95,informational:33;navigational:24;commercial:29;transactional:14
Magnetrons Galanz M24FB 610A,br,26,52,13,925,27;35;36;74;95;100;100;78;67;55;51;51,task:2;informational:65;navigational:10;commercial:20;transactional:3
LG Washing Machines,br,26,86,1,620,57;64;68;68;49;50;49;86;93;100;48;48,task:2;informational:38;navigational:15;commercial:15;transactional:30
Fogões Atlas de 6 bocas,br,26,67,2,609,58;81;100;80;90;90;95;79;80;81;78;81,task:3;informational:26;navigational:11;commercial:42;transactional:18
Micro-ondas Midea 27 litros,br,26,82,1,521,45;85;85;82;76;69;57;72;64;84;76;100,task:3;informational:35;navigational:28;commercial:21;transactional:13
Conserto de geladeiras em Contagem,br,26,71,7,386,20;24;28;27;24;22;22;23;24;51;91;100,task:13;informational:12;navigational:3;commercial:47;transactional:25
Lava-louças Electrolux LL14B/LV14X,br,26,92,1,370,18;20;22;21;79;47;35;59;45;100;84;84,task:3;informational:38;navigational:36;commercial:12;transactional:11
Refrigeração e Ar Condicionado em João Pessoa,br,26,35,4,327,40;47;49;48;70;80;64;76;84;100;79;74,task:3;informational:32;navigational:17;commercial:40;transactional:8
Adega Dual Zone,br,26,34,4,304,40;52;57;54;54;54;53;55;55;100;59;62,task:7;informational:42;navigational:18;commercial:26;transactional:7
Brascabos e Brascabo: Cabos Elétricos,br,26,24,2,275,47;74;100;52;78;75;71;61;58;59;57;57,task:7;informational:49;navigational:23;commercial:11;transactional:10
OMO lavanda: detergente líquido,br,26,68,1,264,79;97;100;98;96;97;98;99;95;95;95;96,task:7;informational:54;navigational:5;commercial:18;transactional:16
Refrigeração Electrolux Curitiba,br,26,31,2,262,46;63;63;61;61;62;60;73;69;68;68;100,task:1;informational:30;navigational:44;commercial:19;transactional:6
Magazine Luiza em Caxias do Sul,br,26,94,1,238,36;41;63;62;60;40;38;37;37;100;42;44,task:3;informational:18;navigational:58;commercial:10;transactional:11
Micro-ondas LG MS3095LR,br,26,90,1,231,9;27;29;28;49;44;30;64;75;100;79;83,task:3;informational:47;navigational:36;commercial:10;transactional:4
Cooktops e Ponto Frio,br,26,54,9,213,12;46;74;50;64;36;32;79;61;100;89;99,task:7;informational:18;navigational:47;commercial:10;transactional:18
Refrigeração Teixeira — Volta Redonda,br,26,31,2,198,25;29;29;30;30;100;100;27;28;47;34;36,task:3;informational:21;navigational:40;commercial:31;transactional:5
Eletroar Bragança Paulista,br,26,45,1,188,75;82;96;95;94;99;97;98;97;97;97;100,task:1;informational:39;navigational:46;commercial:5;transactional:9
Fogões pretos 4 bocas,br,26,58,6,187,14;19;22;36;36;30;43;100;99;19;17;22,task:7;informational:39;navigational:1;commercial:35;transactional:18
Conserto de Geladeiras e Lavadoras em Canoas,br,26,44,9,95,94;89;93;71;63;100;77;75;64;72;70;72,task:17;informational:12;navigational:3;commercial:56;transactional:12
Geladeira Não gela: Vazamento de gás e falhas,br,25,55,11,53308,71;72;72;81;95;95;95;96;100;100;100;100,task:5;informational:73;navigational:2;commercial:6;transactional:14
Lava e Seca: Melhores Máquinas 2024,br,25,66,14,52918,19;20;23;34;84;84;84;100;89;89;89;89,task:2;informational:38;navigational:1;commercial:53;transactional:6
Sensores de temperatura,br,25,47,4,32902,19;16;31;34;92;92;93;100;100;100;100;100,task:2;informational:69;navigational:5;commercial:16;transactional:8
OLX Espírito Santo,br,25,92,1,19509,89;94;100;100;99;99;99;99;100;100;100;100,task:3;informational:15;navigational:69;commercial:4;transactional:9
Geladeiras Electrolux DF50,br,25,64,3,10795,17;24;25;38;62;63;63;100;97;98;98;97,task:2;informational:61;navigational:15;commercial:15;transactional:7
Secadoras Enxutas no Brasil,br,25,54,7,9455,83;77;78;76;90;91;92;97;98;100;99;97,task:2;informational:55;navigational:10;commercial:26;transactional:7
Cooktops 4 bocas: promoções e melhores marcas,br,25,60,17,8835,45;25;26;45;86;88;88;92;98;99;95;100,task:2;informational:26;navigational:3;commercial:59;transactional:10
Geladeiras Consul 334 L,br,25,50,3,7205,26;35;36;50;54;56;56;84;100;100;96;94,informational:59;navigational:10;commercial:22;transactional:9
Fogões Itatiaia 4/5 Bocas,br,25,43,2,7113,76;90;100;95;92;94;94;95;97;97;97;97,task:3;informational:42;navigational:13;commercial:33;transactional:9
Fogões Electrolux 5 Bocas Inox,br,25,82,2,6901,91;98;100;81;99;100;100;59;61;62;61;62,task:2;informational:47;navigational:15;commercial:19;transactional:17
Fogões Electrolux 4 a 6 bocas com forno duplo,br,25,50,2,6322,92;100;50;65;85;86;86;58;56;65;63;62,task:5;informational:48;navigational:5;commercial:24;transactional:18
Freezers usados,br,25,50,8,4374,48;66;70;80;99;100;100;81;84;84;84;83,task:5;informational:42;navigational:5;commercial:31;transactional:17
OLX Goiás e Região,br,25,94,1,4253,76;98;100;100;93;95;96;95;98;98;97;95,task:5;informational:11;navigational:71;commercial:5;transactional:8
Geladeiras/Frigobares Red Bull,br,25,45,3,3359,65;93;98;96;92;99;96;94;100;100;100;100,task:2;informational:45;navigational:7;commercial:36;transactional:10
Geladeiras Electrolux Apitando,br,25,81,2,3271,80;84;90;96;90;91;91;99;97;97;98;100,task:4;informational:76;navigational:5;commercial:10;transactional:5
OLX Petrópolis - itens usados,br,25,78,1,3094,59;83;87;80;95;100;100;99;100;100;100;100,task:1;informational:12;navigational:81;commercial:3;transactional:3
Jet Clean: Lavadoras,br,25,42,2,2918,16;22;28;24;32;32;33;60;92;97;94;100,task:5;informational:64;navigational:10;commercial:21
Geladeiras Mabe no Brasil,br,25,33,3,2526,27;28;28;35;57;54;58;62;85;100;94;100,task:2;informational:70;navigational:7;commercial:18;transactional:3
Tampas para tanques de lavar roupa,br,25,52,6,2269,17;50;48;32;31;34;36;59;57;66;62;100,task:7;informational:48;navigational:5;commercial:25;transactional:15
Freezers Mercado Livre pt,br,25,75,6,1965,85;99;100;95;51;56;56;73;69;84;75;68,task:2;informational:13;navigational:50;commercial:9;transactional:26
Secadoras Samsung 12kg,br,25,93,1,1963,3;39;42;30;30;18;12;84;66;100;52;68,task:3;informational:41;navigational:11;commercial:28;transactional:17
Geladeiras Panasonic 397 L e Frost Free,br,25,41,2,1959,26;47;50;56;53;55;57;54;84;100;64;71,task:7;informational:54;navigational:2;commercial:20;transactional:17
Peças de Geladeira Consul,br,25,35,2,1957,34;38;38;36;61;62;62;62;85;100;86;86,task:5;informational:53;navigational:10;commercial:22;transactional:10
Micro-ondas Continental,br,25,38,2,1787,10;28;34;24;23;22;17;82;73;100;96;93,task:3;informational:43;navigational:11;commercial:32;transactional:11
Rangetop e fogões embutidos,br,25,30,6,1703,83;99;100;97;95;98;100;56;58;58;58;57,task:5;informational:41;navigational:9;commercial:37;transactional:8
Falhas em Fornos e Fogões que Desligam,br,25,74,2,1695,88;91;89;98;95;93;93;100;95;95;100;100,task:2;informational:80;navigational:5;commercial:8;transactional:5
Cozinha Retrô e Vintage,br,25,64,1,1528,71;98;100;94;87;92;87;82;91;91;83;82,task:13;informational:46;navigational:5;commercial:25;transactional:11
Lavadoras de Roupas Silenciosas,br,25,67,4,1523,19;43;49;58;55;55;50;91;76;67;66;100,task:4;informational:46;navigational:3;commercial:40;transactional:7
Samsung front-load washers,br,25,86,1,1346,2;26;37;30;22;20;20;63;69;100;28;47,task:1;informational:42;navigational:14;commercial:18;transactional:25
Finish: tabletes para lava-louças,br,25,53,2,1315,85;94;93;52;96;98;97;93;79;79;93;100,task:5;informational:32;navigational:13;commercial:40;transactional:10
"Samsung EcoBubble 8,5 kg – Máquinas de lavar",br,25,89,1,1284,3;63;69;49;45;26;28;100;48;100;72;91,task:3;informational:32;navigational:38;commercial:18;transactional:9
Cooktops 4 e 5 bocas Esmaltec,br,25,42,2,1217,14;36;46;35;34;29;36;56;53;17;17;100,task:3;informational:49;navigational:8;commercial:25;transactional:15
olx caxias do sul,br,25,84,1,1194,64;85;87;85;85;91;92;91;93;97;98;100,task:7;informational:11;navigational:68;commercial:4;transactional:10
Geladeiras Koerich,br,25,38,11,1159,41;61;67;55;55;74;100;42;36;80;75;86,task:2;informational:19;navigational:30;commercial:10;transactional:39
Cookers e fogões,br,25,49,3,1083,70;74;74;75;93;93;99;100;38;39;39;43,task:2;informational:75;navigational:10;commercial:10;transactional:3
Adegas climatizadas 34 garrafas,br,25,37,7,1047,7;18;22;12;14;21;26;100;100;99;86;85,task:3;informational:30;navigational:1;commercial:55;transactional:11
fogões Consul 6 bocas,br,25,38,2,925,67;78;80;45;43;47;52;100;69;73;49;52,task:2;informational:22;navigational:21;commercial:48;transactional:7
Máquinas Amazon no Brasil,br,25,41,5,923,50;95;100;85;76;66;64;69;55;57;56;76,task:5;informational:51;navigational:10;commercial:11;transactional:23
Fogões e Cooktops Híbridos,br,25,65,2,866,50;58;100;81;61;37;37;50;51;50;52;53,task:5;informational:53;navigational:4;commercial:30;transactional:8
Filtros para Coifa,br,25,71,3,740,89;100;75;68;79;81;82;84;75;75;84;84,task:8;informational:71;navigational:2;commercial:15;transactional:4
Filtros de exaustor de cozinha,br,25,55,4,660,86;97;98;96;98;100;100;61;61;66;66;66,task:2;informational:63;navigational:5;commercial:22;transactional:8
Geladeiras Palito Consul,br,25,54,2,615,22;31;32;29;25;28;35;45;38;100;37;40,task:4;informational:45;navigational:11;commercial:24;transactional:16
Fogao Cooktop Vermelho 4 e 5 Bocas,br,25,27,3,596,21;42;51;39;25;32;35;46;77;100;34;44,task:17;informational:35;navigational:1;commercial:41;transactional:6
Magazine Luiza Cascavel,br,25,76,1,592,53;66;65;65;65;80;78;100;85;99;76;83,task:1;informational:22;navigational:56;commercial:11;transactional:10
OMO Sabão em Pó 8 kg,br,25,64,1,566,46;50;50;51;50;49;48;49;46;80;72;100,task:5;informational:40;navigational:14;commercial:32;transactional:9
Fogões e Cooktops Franke,br,25,44,1,564,30;33;34;33;47;61;52;58;51;35;35;100,task:4;informational:42;navigational:19;commercial:18;transactional:17
Frigobar no Mercado Livre,br,25,56,7,548,29;83;100;71;58;65;56;64;53;57;52;53,task:1;informational:23;navigational:45;commercial:11;transactional:20
Refrigeração e Ar Condicionado – Rio Verde,br,25,56,5,495,15;65;65;62;51;47;26;36;34;58;48;100,task:3;informational:18;navigational:34;commercial:40;transactional:5
Colombo Móveis e Lojas,br,25,59,1,405,53;71;72;66;65;67;67;64;67;100;73;72,task:7;informational:14;navigational:61;commercial:7;transactional:11
Amaciante Comfort Concentrado 500ml,br,25,61,1,384,36;85;97;82;75;56;46;31;32;80;80;100,task:3;informational:54;navigational:11;commercial:22;transactional:10
Ar Condicionado e Refrigeração em Americana,br,25,48,3,377,20;81;100;38;71;61;63;39;31;31;45;61,task:3;informational:28;navigational:17;commercial:47;transactional:5
Casas Arco em Porto Alegre,br,25,47,2,312,69;85;88;88;89;94;88;93;90;96;100;93,task:1;informational:15;navigational:77;commercial:4;transactional:3
Fogões no Armazém Paraíba,br,25,50,2,285,36;48;51;48;45;42;42;100;86;73;50;56,informational:44;navigational:49;commercial:6;transactional:1
Micro-ondas Ponto Frio 30L,br,25,66,2,283,21;42;45;44;37;28;83;100;69;38;34;35,informational:38;navigational:35;commercial:11;transactional:16
Conserto de Geladeiras em Fortaleza,br,25,49,11,262,100;98;97;95;93;95;96;48;51;51;46;47,task:12;informational:9;navigational:24;commercial:53;transactional:2
Coifas Máximas,br,25,21,2,210,11;52;100;14;17;37;31;36;43;46;44;50,task:1;informational:40;navigational:34;commercial:19;transactional:6
Conserto de Geladeiras em Brasília,br,25,51,8,168,17;51;60;44;44;33;37;100;61;50;60;59,task:3;informational:18;navigational:40;commercial:34;transactional:5
Magazine Luiza em Presidente Prudente,br,25,77,1,166,51;56;52;56;56;100;84;54;55;55;56;55,task:3;informational:14;navigational:72;commercial:5;transactional:6
Consertos de Eletrodomésticos em Mogi das Cruzes,br,25,44,6,88,62;80;92;75;100;74;71;69;71;96;83;95,task:7;informational:18;navigational:3;commercial:60;transactional:12
Brastek Refrigeração Brasil,br,25,46,1,80,95;99;88;90;90;92;92;99;100;100;100;100,task:7;informational:15;navigational:67;commercial:6;transactional:5
Conserto de Fogões em Guarulhos,br,25,57,7,63,34;89;100;74;86;58;49;56;45;54;46;50,task:10;informational:11;commercial:67;transactional:12
Refrigeração e Ar Condicionado Ribeiro,br,25,39,1,52,9;98;100;11;11;10;10;10;10;10;10;10,task:5;informational:12;navigational:44;commercial:34;transactional:5
Conserto de Eletrodomésticos,br,24,65,7,10588,34;42;46;43;40;41;41;55;100;100;100;100,task:17;informational:35;navigational:2;commercial:29;transactional:17
